sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s19325,154501,AGEFG,2014-12-18,138.658225,-35.081391000000004,,17,23.62,0.162,321,0.095,15.66,7.4,0.97,0.67,22,4,4.6,17,568,42.79,33.6,12,5,Woodland,43.99999999999999
s19327,90281,AGEDA,2014-12-18,138.657617,-35.081551,,8,19.75,0.076,317,0.305,11.06,4.7,0.52,0.44,2,4.2,4.3,12,315,60.4,19.85,5.4,2,Woodland,43.99999999999999
s19329,147413,AGEDA,2014-12-18,138.657191,-35.081479,,4,14.37,0.18,311,0.17,12.87,5.07,0.51,0.58,209,4.1,4.3,12,274,66.3,19.32,11.6,2,Woodland,43.99999999999999
s19469,162743,AGEFG,2015-02-18,150.73385,-33.62103,,14,46.96,0.11,31,1.122,2.87,1.9,1.27,0.26,22,4.32,4.6,10,494,26.45,26.6,16.2,2,Marsh/bog,44.99999999999999
s19471,249814,AGEFG,2015-02-18,150.73375,-33.62067,,77,44.04,0.224,31,1.427,4.02,1.95,1.66,0.48,47,5.95,4.5,16,646,26.54,29.43,32.3,2,Marsh/bog,44.99999999999999
s19473,252940,AGEFG,2015-02-18,150.73423,-33.62075,,87,49.49,0.161,34,1.834,3.62,1.9,1.27,0.33,39,5.59,4.4,12,494,24.64,25.88,28.2,2,Marsh/bog,44.99999999999999
s19475,189784,AGEFG,2015-02-18,150.7354,-33.6213,,9,9.93,0.025,33,0.043,2.89,0.52,0.18,0.03,15,1.28,4.9,5,70,78.02,12.04,3.9,2,Woodland,44.99999999999999
s19477,116558,AGEFG,2015-02-18,150.73577,-33.62083,,5,7.83,0.032,35,0.049,1.77,0.51,0.24,0.04,7,1.02,4.9,4,92,80.28,11.89,2.9,2,Woodland,44.99999999999999
s19479,216425,AGEFG,2015-02-19,150.72268,-33.61517,,5,20.62,0.036,28,1.186,1.22,2.09,0.23,0.4,1e-10,2.91,4.2,4,110,52.43,26.94,5.4,2,Woodland,57.00000000000001
s19481,191971,AGEFG,2015-02-19,150.72482,-33.61583,,11,13.84,0.052,32,1.048,1.12,1.32,0.29,0.44,5,3.18,4.1,7,129,58.27,27.89,7,2,Woodland,57.00000000000001
s19483,277637,AGEFG,2015-02-19,150.72493,-33.61353,,17,22.15,0.023,37,0.84,1.32,0.82,0.27,0.12,8,3.76,4.1,7,104,35.36,42.49,6.6,2,Woodland,54
s19501,136079,AGEFG,2015-02-23,150.72577,-33.61158,,7,4.05,0.025,36,0.486,0.66,0.21,0.12,0.02,4,1.35,4.4,4,51,85.58,10.37,3.8,1.5,Woodland,54
s19505,213077,AGEFG,2015-02-23,150.72878,-33.6145,,11,3.93,0.045,38,0.283,1.12,0.43,0.21,0.03,8,1.2,4.4,5,87,85.99,10.08,3.9,1.5,Woodland,54
s19507,257576,AGEFG,2015-02-25,150.71983,-33.61007,,11,16.47,0.071,29,0.053,19.27,3.32,0.48,0.18,17,4.66,5.1,12,225,50.39,33.14,6.8,2,Woodland,56.00000000000001
s19509,166776,AGEFG,2015-02-25,150.72043,-33.61072,,18,24.09,0.061,32,1.135,1.51,0.95,0.61,0.1,9,3.7,4,12,244,43.65,32.26,10,2,Woodland,56.00000000000001
s19511,245328,AGEFG,2015-02-25,150.72095,-33.61255,,6,8.12,0.03,38,0.339,0.61,0.33,0.14,0.05,1,1.22,4.4,3,62,87.77,4.11,4.8,1.5,Woodland,56.00000000000001
s19513,155803,AGEFG,2015-02-25,150.72,-33.61103,,30,31.49,0.227,28,0.519,11.69,3.41,0.57,0.7,59,5.9,4.2,26,222,27.17,41.34,39.3,1.5,Marsh/bog,56.00000000000001
s19515,213341,AGEFG,2015-02-25,150.72173,-33.61572,,8,12.43,0.053,26,0.977,0.6,0.79,0.23,0.26,1e-10,2.34,4.2,4,114,68.77,18.8,5,2,Woodland,54
s19553,192033,B3C4H,2015-11-25,146.6440339,-43.09177664,,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,88.00000000000001
s19555,195675,B3C4H,2015-11-25,146.6442606,-43.08869766,,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,88.00000000000001
s19557,194329,B3C4H,2013-12-06,146.6542886,-43.09507123,,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,74
s19559,163381,B3C4H,2015-11-25,146.8072247,-43.16770086,,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,87.00000000000001
s19561,156189,B3C4H,2015-11-25,146.6831746,-43.09763684,,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,37.000000000000014
s19563,145585,B3C4H,2015-11-25,146.7088927,-43.21444386,,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,58.00000000000001
s19565,157251,B3C4H,2015-11-25,146.7409397,-43.04549934,,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,54
s19567,182721,B3C4H,2015-11-25,146.7472972,-43.10285718,,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,69
s19569,177931,B3C4H,2015-11-25,146.8372982,-43.10942304,,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Forest,73
s19577,75862,B39FT,2015-11-11,151.1349573,-33.6733605,,9,8.99,0.033,NA,1.182,0.65,0.27,0.06,0.09,1e-10,1.13,4.5,2,23,88,3.01,5,1.5,,34.00000000000001
s19579,72723,B39FT,2015-11-12,150.6259495,-33.59466727,,11,11.08,0.036,NA,2.124,0.12,0.18,0.12,0.09,1e-10,1.56,4,3,45,82.85,6.07,7.1,1,,72
s19581,90913,B39FT,2015-11-13,150.5658457,-33.52670176,,3,20.25,0.022,NA,2.898,0.21,0.21,0.12,0.06,1e-10,2.33,3.8,1e-10,48,71.62,8.12,7.6,3,,55.00000000000001
s19583,92251,B39FT,2015-11-15,150.4564183,-33.70503742,,5,7.01,0.042,NA,2.328,0.47,0.32,0.07,0.06,1e-10,2.95,3.5,3,27,88.96,4.03,6.8,1,,65.00000000000001
s19585,109118,B39FT,2015-11-16,150.319166,-33.64796144,,6,13.4,0.026,NA,1.655,0.21,0.12,0.07,0.08,1e-10,2.23,4.1,1e-10,28,77.29,9.31,6.8,3,,64.00000000000001
s19587,60240,B39FT,2015-11-19,150.251209,-33.31107767,,18,14.09,0.046,NA,4.474,0.26,0.22,0.11,0.06,1e-10,3.3,3.8,5,44,77.83,8.08,9.7,1,,49
s19589,52671,B39FT,2015-11-19,150.1397234,-33.32938057,,13,19.06,0.037,NA,3.384,0.46,0.28,0.19,0.04,1e-10,2.71,4,3,73,69.88,11.06,7.1,1.5,,65.00000000000001
s19591,76443,B39FT,2015-11-20,150.0272657,-33.22036813,,16,19.79,0.051,NA,4.67,3.76,1.82,0.5,0.05,1e-10,4.3,3.3,9,194,53.43,26.78,9.5,3.5,,50
s19592,61944,B39FT,2015-11-21,150.364634,-33.57884446,,4,11.97,0.021,NA,1.519,0.42,0.22,0.07,0.02,1e-10,1.99,4.1,2,26,84.03,4.01,5.2,3,,52
s19594,82993,B39FT,2015-11-18,150.2281468,-33.08392283,,2,27.91,0.07,NA,0.124,8,7.24,0.92,0.2,3,2.53,4.9,4,406,57.6,14.5,10.8,3,,38.000000000000014
s19595,84232,B39FT,2016-06-02,132.2700811,-13.55727929,,5,10.98,0.012,NA,0.74,0.69,0.69,0.06,0.02,1e-10,1.28,4.6,3,22,87.02,2.01,1.5,1,,35.00000000000001
s19617,124690,B3C4H,2016-10-10,117.15546,-34.619163,,2,5.93,0.027,NA,0.31,3.76,0.98,0.07,0.1,1e-10,2.15,4,2,28,94.08,1e-10,3.5,1.5,,47
s19619,204360,B3C4H,2016-10-11,117.266107,-34.599564,,3,2.98,0.024,NA,0.122,2.92,0.91,0.09,0.08,1e-10,1.49,4.4,2,34,94.99,2.02,2,1.5,,41.99999999999999
s39041,70842,B39FT,2016-09-06,116.14246,-32.51827,,2,11.99,0.015,NA,0.061,2.98,0.77,0.12,0.06,1e-10,2.24,5.2,7,51,82.99,5.02,5.9,2,,49
s39043,85076,B39FT,2016-09-06,116.14239,-32.51761,,4,11.92,0.031,NA,0.089,4.12,1.66,0.19,0.15,1e-10,2.86,5.2,4,75,78.11,9.97,5.5,2.5,,49
s39045,128429,B39FT,2016-09-06,116.18371,-32.52046,,2,11.08,0.01,NA,0.104,2.05,0.58,0.09,0.05,1e-10,1.94,5.2,13,42,78.8,10.12,4.1,1,,59.00000000000001
s39047,93375,B39FT,2016-09-06,116.18426,-32.51976,,2,7,0.036,NA,0.039,2.54,0.79,0.13,0.08,1e-10,1.81,5.5,1e-10,68,88.98,4.03,5.7,1.5,,59.00000000000001
s39049,113564,B39FT,2016-09-06,116.17192,-32.52362,,2,9.04,0.019,NA,0.19,1.64,0.37,0.1,0.06,1e-10,2.02,5.2,12,40,87.93,3.03,6.9,1,,60.00000000000001
s39051,89072,B39FT,2016-09-06,116.1718,-32.5227,,3,12.88,0.025,NA,0.106,0.91,0.27,0.08,0.05,1e-10,1.17,5.2,1e-10,32,78.16,8.95,4.8,1,,60.00000000000001
s39065,121090,B39FT,2016-09-06,116.08824,-32.61953,,7,3.95,0.054,NA,0.177,2.46,1.24,0.21,0.1,1e-10,2.69,4.7,3,76,93.05,3,12,2,,65.00000000000001
s39067,100549,B39FT,2016-09-06,116.0879,-32.62009,,4,9.93,0.039,NA,0.257,1.47,0.74,0.13,0.1,1e-10,1.93,5.1,1e-10,46,85.08,4.99,6.5,2,,65.00000000000001
s39069,104657,B39FT,2016-09-06,116.06979,-32.62008,,6,15.95,0.03,NA,0.103,2.83,0.96,0.16,0.08,1e-10,2.71,4.9,4,58,77.04,7,5.2,2,,66.00000000000001
s39071,96217,B39FT,2016-09-06,116.06943,-32.61966,,5,10.04,0.03,NA,0.227,1.81,0.73,0.18,0.08,1e-10,2.26,5.1,2,62,84.91,5.05,6,2,,66.00000000000001
s39073,93534,B39FT,2016-09-08,116.05283,-32.60527,,5,13.18,0.032,NA,0.169,5.28,1.55,0.16,0.14,1e-10,3.34,4.9,4,56,78.68,8.14,6.6,2,,61.00000000000001
s39075,78366,B39FT,2016-09-08,116.0519,-32.60501,,2,12.14,0.016,NA,0.182,0.82,0.41,0.06,0.08,1e-10,1.78,4.9,2,26,81.76,6.1,6.7,2,,61.00000000000001
s39077,90325,B39FT,2016-09-08,116.0462,-32.59863,,11,14.07,0.037,NA,0.268,3.67,1.21,0.11,0.09,1e-10,2.87,4.6,2,42,77.86,8.07,5.9,2,,63.000000000000014
s39079,79067,B39FT,2016-09-08,116.04491,-32.59757,,5,12.21,0.042,NA,0.027,7.18,2.27,0.18,0.15,1e-10,3.44,5.3,3,70,73.49,14.3,8.8,2,,61.00000000000001
s39081,112041,B39FT,2016-09-08,116.03674,-32.59458,,3,11.48,0.02,NA,0.113,2.15,0.86,0.1,0.08,1e-10,2.39,5,1e-10,39,81.17,7.34,6.5,2,,39.000000000000014
s39083,76429,B39FT,2016-09-08,116.03629,-32.59432,,7,8.13,0.047,NA,0.258,6.32,2.1,0.19,0.16,1e-10,4.4,4.8,4,70,81.57,10.29,5.7,1.5,,39.000000000000014
s39085,79958,B39FT,2016-09-08,116.04454,-32.55292,,6,16.03,0.035,NA,0.349,2.55,1.12,0.17,0.08,1e-10,3.37,4.5,5,60,78.94,5.03,5.9,2,,51
s39087,79805,B39FT,2016-09-08,116.04415,-32.55298,,7,12.01,0.037,NA,0.302,5.34,1.68,0.19,0.15,1e-10,4,4.9,3,62,75.88,12.11,6,2,,51
s39089,35187,B39FT,2016-09-08,116.04864,-32.55939,,2,12.83,0.011,NA,0.078,0.64,0.37,0.05,0.04,1e-10,1.03,4.9,1e-10,20,78.26,8.92,12.8,2,,46
s39091,72955,B39FT,2016-09-08,116.04851,-32.55975,,9,13.94,0.043,NA,0.414,7.36,2.36,0.23,0.18,1e-10,4.5,4.7,5,68,76.03,10.03,6.3,2,,46
s39093,103004,B39FT,2016-09-08,116.06857,-32.57056,,8,10.12,0.037,NA,0.546,1.44,0.73,0.14,0.08,1e-10,2.09,4.2,1e-10,49,85.81,4.07,5.3,2,,46
s39095,114761,B39FT,2016-09-08,116.06907,-32.57004,,3,7.94,0.036,NA,0.121,1.58,0.66,0.12,0.11,1e-10,2.5,5.2,1e-10,45,86.07,5.99,5.1,2,,46
s39097,109749,B39FT,2016-09-08,116.08275,-32.59874,,6,10.03,0.044,NA,1.206,0.98,0.57,0.14,0.09,1e-10,2.97,4,5,49,80.91,9.07,5.7,2,,34.00000000000001
s39099,89628,B39FT,2016-09-08,116.08204,-32.59924,,7,18.07,0.05,NA,0.662,2.39,1.03,0.18,0.16,1e-10,3.41,4.5,3,56,71.83,10.1,6.2,2,,34.00000000000001
s39163,81106,B39FT,2016-09-08,116.11913,-32.56602,,4,8.04,0.043,NA,0.221,2.33,0.76,0.12,0.1,1e-10,2.05,5,1e-10,41,87.91,4.05,3.9,2,,62.000000000000014
s39165,99001,B39FT,2016-09-08,116.11904,-32.56591,,4,13.93,0.025,NA,0.135,1.08,0.51,0.13,0.06,1e-10,1.59,4.8,10,49,80.08,5.99,7.6,2,,62.000000000000014
s39191,22661,B39FT,2016-09-08,116.11904,-32.56591,,7,12.31,0.055,NA,0.255,3.94,1.17,0.17,0.12,2,3.84,4.8,1e-10,62,83.56,4.14,5.3,1,,62.000000000000014
s39193,110754,B39G7,2016-09-08,116.11904,-32.56591,,5,11.18,0.024,NA,0.313,1.12,0.44,0.08,0.05,1e-10,1.86,4.7,5,32,84.73,4.09,3.7,2,,62.000000000000014
s39195,66091,B39G7,2016-09-08,116.11904,-32.56591,,6,8.17,0.04,NA,0.393,2.5,0.87,0.09,0.1,1e-10,2.9,4.8,1e-10,32,87.71,4.11,7.5,2,,62.000000000000014
s39198,50688,BC8BY,2017-01-11,145.5151456,-37.49956015,,48,15.13944223,0.153,NA,10.043,1.85,0.64,0.54,0.09,36,5.48,3.5,28,241,23.77158035,61.08897742,25.4,2.5,Forest,96
s39202,46176,BC8BY,2017-01-12,145.5190746,-37.49995197,,39,21.66874222,0.153,NA,8.532,1.4,0.44,0.38,0.08,25,4.57,3.6,20,176,35.99003736,42.34122042,20.6,2.5,Forest,95
s39204,64393,BC8BY,2017-01-14,145.5092119,-37.53227413,,23,23.55008787,0.14,NA,7.934,5.74,2.18,0.56,0.11,25,5.93,3.8,18,219,10.19332162,66.25659051,12.6,1.5,Forest,88.00000000000001
s39206,50931,BC8BY,2017-01-16,145.5043148,-37.54004433,,68,29.74358974,0.114,NA,5.229,6.85,1.77,0.64,0.13,11,5.73,4.1,21,258,20.34188034,49.91452991,14.3,2.5,Forest,93
s39208,56010,BC8BY,2017-01-18,145.509095,-37.53019069,,60,14.63414634,0.111,NA,6.581,3.47,0.96,0.35,0.09,17,4.63,4,15,135,13.86392811,71.50192555,11,1.5,Forest,82
s39210,41198,BC8BY,2017-01-23,145.5141791,-37.55285893,,58,17.33505821,0.144,NA,9.028,2.15,0.92,0.64,0.11,64,4.75,3.8,16,283,11.51358344,71.15135834,15.7,2.5,Forest,89.00000000000001
s39212,90405,BC8BY,2017-01-24,145.8006415,-37.81316418,,125,24.20027816,0.237,NA,9.392,3.96,1.38,0.69,0.18,194,5.03,3.7,36,300,30.87621697,44.92350487,26.6,1.5,Forest,89.00000000000001
s39214,44345,BC8BY,2017-01-24,145.8707135,-37.8123968,,144,14.90196078,0.198,NA,8.422,2.82,1.23,0.41,0.15,71,5.99,3.4,30,175,57.90849673,27.18954248,28.9,1.5,Forest,89.00000000000001
s39216,60747,BC8BY,2017-01-27,145.8666141,-37.80559786,,91,11.83879093,0.14,NA,9.859,1.8,0.86,0.34,0.14,46,4.99,3.5,31,148,24.55919395,63.60201511,28.5,1.5,Forest,84.00000000000001
s39218,69659,BC8BY,2017-01-28,145.8401337,-37.79408318,,152,25.49668874,0.112,NA,7.719,3.24,1.33,0.43,0.17,67,5.61,3.7,26,199,54.30463576,20.1986755,22.6,1.5,Forest,94
s39221,51584,BC8BY,2017-01-31,145.508726,-37.53394438,,27,13.90243902,0.071,NA,7.294,1.08,0.46,0.37,0.08,15,5.89,4,15,156,9.512195122,76.58536585,12.5,2.5,Forest,88.00000000000001
s39222,43273,BC8BY,2017-02-01,145.514379,-37.54792243,,46,23.20574163,0.183,NA,7.791,5.19,2.12,0.69,0.13,38,5.24,3.8,16,295,14.35406699,62.44019139,17,2,Forest,80
s39224,30065,BC8BY,2017-02-03,145.5463455,-37.52579724,,67,31.67630058,0.139,NA,11.147,1.5,0.52,0.5,0.09,33,5.77,3.7,17,202,21.50289017,46.82080925,20.1,1.5,Forest,90.00000000000001
s39226,41891,BC8BY,2017-02-05,145.8158473,-37.64894214,,43,28.99728997,0.161,NA,6.319,2.81,0.91,0.5,0.09,78,5.34,4.1,37,212,21.6802168,49.32249322,14.5,1.5,Forest,76
s39228,35933,BC8BY,2017-02-07,145.8429488,-37.79564303,,63,27.24719101,0.128,NA,3.161,8.13,1.6,0.63,0.14,54,4.97,4.3,24,282,26.26404494,46.48876404,11.5,1.5,Forest,77
s39230,61158,BC8BY,2017-02-09,145.5494637,-37.55702006,,69,36.19402985,0.085,NA,8.934,4.42,1.91,0.58,0.17,5,5.02,3.9,26,253,21.08208955,42.7238806,16.5,1.5,Forest,82
s39232,94069,BC8BY,2017-02-11,145.7056976,-37.67985254,,76,23.51351351,0.392,NA,7.59,3.19,1.03,0.59,0.1,209,5.31,3.6,162,271,47.02702703,29.45945946,21.6,1.5,Forest,92
s39236,72962,BC8BY,2017-02-15,145.7230257,-37.79608944,,65,21.0653753,0.175,NA,8.701,2.09,0.95,0.52,0.15,90,4.56,3.8,23,239,33.77723971,45.15738499,11.4,1.5,Forest,90.00000000000001
s39238,63957,BC267,2017-02-17,145.8159656,-37.85873407,,32,35.33653846,0.166,NA,1.093,11.34,3.26,0.83,0.12,64,4.64,4.7,15,361,38.58173077,26.08173077,9.6,1.5,Forest,91.00000000000001
s39240,44172,BC8BY,2017-02-19,145.816774,-37.80885704,,86,22.42268041,0.185,NA,9.263,3.36,1.22,0.51,0.11,124,5.32,3.7,25,244,29.63917526,47.93814433,19.7,1.5,Forest,91.00000000000001
s39242,87432,BC8BY,2017-02-21,145.7794204,-37.82763681,,36,21.58808933,0.162,NA,2.809,8.19,2.03,0.8,0.14,42,5.04,4.4,14,348,29.90074442,48.51116625,9,1.5,Forest,89.00000000000001
s39244,52327,BC8BY,2017-02-23,145.8387349,-37.80072981,,62,32.55033557,0.139,NA,8.892,2.56,1.02,0.5,0.16,86,5.44,3.7,20,226,31.04026846,36.40939597,18.8,1.5,Forest,91.00000000000001
s39246,50553,BC8BY,2017-02-25,145.8343982,-37.80780704,,108,8.244274809,0.326,NA,7.412,3.51,1.52,0.68,0.12,150,4.41,3.6,37,299,49.61832061,42.13740458,18.9,1.5,Forest,91.00000000000001
s39248,66357,BC8BY,2017-02-27,145.7962246,-37.81791387,,87,14.76683938,0.193,NA,7.677,4.53,1.62,0.5,0.19,159,4.65,3.9,35,230,48.31606218,36.91709845,18.6,1.5,Forest,90.00000000000001
s39250,86691,BC267,2017-03-01,145.8128196,-37.860685169999996,,37,29.84293194,0.163,NA,1.504,12.68,3.47,0.87,0.11,72,4.66,4.6,13,367,65.44502618,4.712041885,11,1.5,Forest,87.00000000000001
s39252,54904,BC8BY,2017-03-03,145.8403943,-37.79485182,,177,24.11552347,0.236,NA,9.046,3.26,1.71,0.56,0.21,77,5.38,3.4,25,249,49.24187726,26.64259928,28.9,1.5,Forest,93
s39254,53742,BC267,2017-03-05,145.5383278,-37.45586621,,33,17.13554987,0.086,NA,0.893,8.96,2.37,0.79,0.12,4,5.21,4.8,25,367,51.40664962,31.45780051,6.8,1.5,Forest,69
s39256,83659,BC8BY,2017-03-07,145.6009178,-37.50314899,,31,17.34317343,0.067,NA,2.927,7.92,1.85,0.7,0.09,24,4.65,4.5,22,330,19.92619926,62.73062731,7.9,2,Forest,83
s39258,73266,BC8BY,2017-03-09,145.536931,-37.47300958,,36,23.96416573,0.15,NA,7.623,2.23,0.48,0.53,0.04,110,4.74,4,18,236,31.57894737,44.4568869,12.1,1.5,Forest,94
s39260,67721,BC267,2017-03-11,145.5123277,-37.52127271,,33,25.19480519,0.107,NA,7.301,3.96,1.19,0.64,0.1,70,5.2,4.2,20,272,16.75324675,58.05194805,16.6,1.5,Forest,95
s39262,47288,BC267,2017-03-14,145.6017272,-37.5046367,,33,22.44094488,0.151,NA,1.961,13.11,2.44,0.9,0.12,39,4.71,4.6,52,430,17.71653543,59.84251969,7.6,2,Forest,77
s39264,54877,BC267,2017-03-15,145.601307,-37.49987288,,22,12.00510856,0.05,NA,3.465,1.6,0.41,0.4,0.1,9,5.15,4.5,14,179,43.03959132,44.95530013,6.8,2,Forest,83
s39266,87841,BC267,2017-03-17,145.5089462,-37.53538921,,56,18.82022472,0.105,NA,7.171,6.19,2.34,0.41,0.12,80,5.64,3.9,33,217,14.88764045,66.29213483,18.7,1.5,Forest,88.00000000000001
s39268,74401,BC267,2017-03-19,145.5215361,-37.57125628,,575,20.75471698,0.378,NA,3.209,4.21,1.71,0.83,0.79,17,5.96,4.6,30,370,23.45013477,55.79514825,31.3,2.5,Forest,96
s39270,97907,BC267,2017-03-21,145.4961303,-37.48992815,,31,27.59856631,0.089,NA,6.35,1.32,0.47,0.55,0.09,25,4.91,4,13,238,25.08960573,47.31182796,8.4,2.5,Forest,58.00000000000001
s39272,71637,BC267,2017-03-23,145.5402915,-37.45954074,,30,53.44827586,0.113,NA,0.43,11.71,1.78,0.63,0.08,9,5.36,5.2,13,291,39.16256158,7.389162562,8,2,Forest,57.00000000000001
s39274,80234,BC267,2017-03-25,145.5498128,-37.54952567,,35,27.3657289,0.073,NA,6.818,1.14,0.44,0.41,0.11,13,5.56,4.1,12,178,21.35549872,51.27877238,10.9,2,Forest,80
s39276,169513,BC267,2017-03-27,145.6033388,-37.51893228,,25,25.47619048,0.098,NA,7.206,1.58,0.44,0.73,0.06,33,4.97,4,84,322,22.85714286,51.66666667,13.1,2.5,Forest,88.00000000000001
s39282,81535,BC267,2017-03-29,145.6235034,-37.57860923,,46,29.73316391,0.144,NA,4.92,6.48,2.19,0.79,0.13,68,4.82,4.2,24,349,20.58449809,49.68233799,10.5,1.5,Forest,75
s39286,108111,BC267,2017-03-31,145.8301138,-37.65141885,,31,48.9539749,0.116,NA,0.341,20.56,4.89,1.72,0.13,40,5.38,5,28,709,50,1.046025105,5.6,1.5,Forest,75
s39288,113446,BC267,2017-04-02,145.8212145,-37.64931135,,33,10.4964539,0.251,NA,1.144,18.16,2.91,1.47,0.11,125,6.24,4.8,33,599,13.75886525,75.74468085,10.5,1.5,Forest,70
s39290,59095,BC267,2017-04-04,145.8218591,-37.65084098,,30,37.35294118,0.101,NA,1.792,7.44,2.94,1.22,0.13,22,4.72,4.7,18,529,16.61764706,46.02941176,6.9,1.5,,70
s39294,64907,BC267,2017-04-06,145.679443,-37.666565,,80,24.5416079,0.167,NA,9.365,2.08,0.96,0.41,0.12,160,5.38,3.9,38,190,21.5796897,53.8787024,19.9,1.5,,83
s39296,70070,BC267,2017-04-08,145.9027612,-37.84693012,,22,20.81339713,0.128,NA,0.697,9.23,0.9,0.39,0.13,36,4.4,5,18,179,57.53588517,21.6507177,9.2,1.5,,91.00000000000001
s39300,136839,BC267,2017-04-10,145.5155976,-37.53328291,,23,21.75141243,0.144,NA,6.131,5.77,1.67,0.68,0.11,39,6.06,4.1,15,309,7.203389831,71.04519774,11.3,1.5,,85.00000000000001
s39302,82208,BC267,2017-04-12,145.6793835,-37.67951571,,156,22.06303725,0.285,NA,7.459,5.37,1.93,0.71,0.18,175,4.77,3.8,39,307,17.47851003,60.45845272,19.5,1.5,,85.00000000000001
s39304,84859,BC267,2017-04-15,145.8314737,-37.65072031,,34,23.97137746,0.093,NA,2.466,9.64,2.79,1.36,0.13,56,5.32,4.6,42,589,36.6726297,39.35599284,7.6,1.5,,75
s39306,115447,BC267,2017-04-16,145.8207509,-37.65066767,,25,11.98979592,0.177,NA,0.683,15.52,2.97,1.43,0.11,53,5.67,4.9,25,565,28.95408163,59.05612245,7.1,1.5,,70
s39308,63460,BC267,2017-04-18,145.6246911,-37.58976298,,60,28.5119667,0.084,NA,6.698,4.44,1.78,0.5,0.16,46,5.64,4.2,26,218,24.3496358,47.1383975,12.6,1.5,,86.00000000000001
s39310,96320,BC267,2017-04-20,145.6295656,-37.58706175,,33,24.25,0.107,NA,3.686,8.9,2.45,1.04,0.13,52,5.15,4.4,17,422,14,61.75,8.9,1.5,,89.00000000000001
s39314,106577,BC8BY,2017-04-22,145.903778,-37.84734516,,21,15.54524362,0.102,NA,3.503,1.21,0.47,0.39,0.07,36,4.92,4.3,16,171,57.54060325,26.91415313,7.7,1.5,,91.00000000000001
s39316,60190,BC267,2017-04-25,145.8303208,-37.65267371,,32,24.15940224,0.089,NA,3.339,7.78,2.37,1.06,0.13,44,5.25,4.5,29,448,39.9750934,35.86550436,5.5,1.5,,75
s39318,87646,BC267,2017-04-27,145.9036297,-37.84661375,,53,25.59366755,0.072,NA,5.427,1.71,0.64,0.38,0.1,21,5.74,4.1,16,157,55.5408971,18.86543536,9,1.5,,91.00000000000001
s39320,81767,BC267,2017-04-28,145.7164071,-37.69472357,,91,20.3957382,0.267,NA,9.404,5.13,1.51,0.71,0.14,233,5.35,3.9,50,296,15.52511416,64.07914764,19,1.5,,90.00000000000001
s39322,88910,BC267,2017-04-30,145.6191697,-37.57289853,,37,27.61290323,0.072,NA,4.609,7.67,2.18,0.64,0.14,22,4.27,4.3,23,318,25.41935484,46.96774194,10.4,1.5,,91.00000000000001
s39324,92729,BC267,2017-05-02,145.9031682,-37.84707812,,34,21.2195122,0.104,NA,3.985,2.21,0.58,0.34,0.06,28,4.71,4.3,13,154,52.80487805,25.97560976,8.8,1.5,,91.00000000000001
s39326,60270,BC8BY,2017-05-05,145.9055867,-37.867226,,31,17.83077797,0.096,NA,0.415,8.43,1.83,0.59,0.17,2,5.48,4.9,10,270,54.06019307,28.10902896,8.7,1.5,,84.00000000000001
s39330,114678,BC267,2017-05-08,145.7783682,-37.8280495,,65,50.25316456,0.105,NA,6.011,4.19,1.87,0.85,0.16,48,4.63,4.1,19,394,17.91139241,31.83544304,12.3,1.5,,89.00000000000001
s39333,146342,BC267,2017-02-12,145.7056976,-37.67985254,,28,29.54545455,0.178,NA,6.052,0.64,0.27,0.28,0.04,83,4.87,4,71,125,16.54040404,53.91414141,13.7,2,,92
s39338,193619,BC8BY,2017-05-14,145.9060895,-37.86782551,,5,27.75467775,0.038,NA,0.902,2.42,1.41,0.47,0.09,1e-10,1.86,4.7,2,247,49.84407484,22.4012474,4,3,,84.00000000000001
s39340,116443,BC267,2017-05-16,145.5574412,-37.52257151,,18,36.8112544,0.072,NA,4.655,1.76,0.7,0.52,0.06,29,4.31,4.2,12,209,22.86049238,40.32825322,4.9,3,,86.00000000000001
s39342,83151,BC267,2017-05-18,145.6373591,-37.44014127,,36,16.81222707,0.068,NA,2.459,2.85,0.88,0.68,0.09,7,4.26,4.6,12,287,32.20524017,50.98253275,4.4,2.5,,31.000000000000007
